,traffic,hour,is_weekday,delay_impact_index,flights_before_take_off,traffic_lag_5,flight_numbers,traffic_lag_1,traffic_lag_2,traffic_lag_4,traffic_same_period_last_year,traffic_change_from_last_year,traffic_ratio_from_last_year,traffic_lag_3
7427,2.0,17.0,1.0,0.64,300.0,16.0,8092.0,0.0,0.0,0.0,1.0986,0.0,1.0,0.0
7428,1.0,18.0,1.0,0.71,314.0,15.0,10145.0,0.0,0.0,0.0,0.0,0.6931,1.0,0.0
7429,2.0,18.0,1.0,0.78,331.0,15.0,10708.0,1.0986,0.0,0.0,0.6931,0.4055,1.5851,0.0
7430,1.0,19.0,1.0,0.87,326.0,13.0,12478.0,0.6931,1.0986,0.0,0.6931,0.0,1.0,0.0
7431,1.0,19.0,1.0,0.78,320.0,14.0,10636.0,1.0986,0.6931,0.0,1.0986,-0.4055,0.6309,0.0
7432,0.0,20.0,1.0,0.88,300.0,22.0,12922.0,0.6931,1.0986,0.0,1.3863,-1.3863,0.0,0.6931
7433,0.0,20.0,1.0,0.73,290.0,16.0,10610.0,0.6931,0.6931,0.6931,0.6931,-0.6931,0.0,0.0
7434,2.0,21.0,1.0,0.81,246.0,22.0,11920.0,0.0,0.6931,0.6931,0.6931,0.4055,1.5851,0.0
7435,3.0,21.0,1.0,0.58,201.0,13.0,9827.0,0.0,0.0,0.0,0.0,1.3863,1.0,0.6931
7436,1.0,22.0,1.0,0.78,166.0,21.0,12536.0,1.0986,0.0,0.0,0.6931,0.0,1.0,0.0
7437,0.0,22.0,1.0,0.29,95.0,1.0,4069.0,1.3863,1.0986,0.6931,1.0986,-1.0986,0.0,0.0
7438,2.0,23.0,1.0,0.36,76.0,5.0,5194.0,0.6931,1.3863,0.0,0.6931,0.4055,1.5851,0.0
7439,1.0,23.0,1.0,0.23,44.0,1.0,4340.0,0.0,0.6931,0.6931,0.6931,0.0,1.0,1.0986
7440,0.0,0.0,1.0,0.07,22.0,0.0,893.0,1.0986,0.0,0.0,0.0,0.0,1.0,0.6931
7441,0.0,0.0,1.0,0.1,20.0,0.0,1749.0,0.6931,1.0986,0.0,0.6931,-0.6931,0.0,0.0
7442,0.0,1.0,1.0,0.04,11.0,0.0,567.0,0.0,0.6931,0.6931,0.0,0.0,1.0,1.6094
7443,0.0,1.0,1.0,0.01,9.0,0.0,157.0,0.0,0.0,1.0986,0.0,0.0,1.0,1.0986
7444,0.0,2.0,1.0,0.05,9.0,0.0,353.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986
7445,0.0,2.0,1.0,0.01,4.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7446,0.0,3.0,1.0,0.02,4.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7447,0.0,3.0,1.0,0.01,2.0,0.0,199.0,0.0,0.0,0.6931,0.6931,-0.6931,0.0,0.0
7448,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.0
7449,0.0,4.0,1.0,0.01,2.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7450,0.0,5.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.0
7451,0.0,5.0,1.0,0.0,83.0,0.0,0.0,0.0,0.0,0.6931,0.0,0.0,1.0,1.0986
7452,0.0,6.0,1.0,0.01,186.0,0.0,135.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.6931
7453,0.0,6.0,1.0,0.21,381.0,5.0,3321.0,0.0,0.0,0.6931,0.0,0.0,1.0,1.0986
7454,0.0,7.0,1.0,0.61,464.0,5.0,8145.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931
7455,0.0,7.0,1.0,1.03,495.0,10.0,13076.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.6931
7456,2.0,8.0,1.0,1.96,468.0,20.0,26422.0,0.0,0.0,0.0,0.0,1.0986,1.0,0.0
7457,2.0,8.0,1.0,1.04,337.0,9.0,14142.0,0.0,0.0,0.0,0.0,1.0986,1.0,0.0
7458,1.0,9.0,1.0,0.92,315.0,7.0,12615.0,1.0986,0.0,0.6931,0.0,0.6931,1.0,1.0986
7459,0.0,9.0,1.0,0.76,314.0,8.0,10469.0,1.0986,1.0986,0.6931,0.0,0.0,1.0,1.3863
7460,1.0,10.0,1.0,0.65,326.0,3.0,9004.0,0.6931,1.0986,0.0,0.0,0.6931,1.0,0.6931
7461,2.0,10.0,1.0,0.82,356.0,8.0,11060.0,0.0,0.6931,1.0986,0.0,1.0986,1.0,0.0
7462,1.0,11.0,1.0,0.91,353.0,3.0,12461.0,0.6931,0.0,0.6931,0.6931,0.0,1.0,1.0986
7463,1.0,11.0,1.0,0.88,346.0,14.0,13103.0,1.0986,0.6931,0.0,0.6931,0.0,1.0,0.6931
7464,2.0,12.0,1.0,0.95,329.0,9.0,13481.0,0.6931,1.0986,1.0986,0.0,1.0986,1.0,0.0
7465,1.0,12.0,1.0,0.79,306.0,10.0,11295.0,0.6931,0.6931,0.6931,1.3863,-0.6932,0.5,0.0
7466,0.0,13.0,1.0,0.84,323.0,8.0,11345.0,1.0986,0.6931,0.0,0.6931,-0.6931,0.0,0.0
7467,2.0,13.0,1.0,0.71,326.0,9.0,10906.0,0.6931,1.0986,0.0,0.0,1.0986,1.0,0.0
7468,1.0,14.0,1.0,0.72,359.0,8.0,10070.0,0.0,0.6931,0.0,0.6931,0.0,1.0,0.0
7469,0.0,14.0,1.0,0.96,377.0,17.0,12153.0,1.0986,0.0,0.6931,1.6094,-1.6094,0.0,0.0
7470,0.0,15.0,1.0,0.87,364.0,14.0,12393.0,0.6931,1.0986,0.0,1.3863,-1.3863,0.0,0.0
7471,2.0,15.0,1.0,1.04,377.0,9.0,13922.0,0.0,0.6931,0.6931,1.6094,-0.5108,0.6826,0.0
7472,0.0,16.0,1.0,0.9,339.0,10.0,12302.0,0.0,0.0,0.0,1.0986,-1.0986,0.0,0.0
7473,2.0,16.0,1.0,0.83,319.0,12.0,10714.0,1.0986,0.0,0.0,1.3863,-0.2877,0.7925,0.0
7474,1.0,17.0,1.0,1.0,315.0,13.0,12847.0,0.0,1.0986,0.0,1.0986,-0.4055,0.6309,0.0
7475,1.0,17.0,1.0,0.66,292.0,15.0,8290.0,1.0986,0.0,0.0,0.6931,0.0,1.0,0.0
7476,4.0,18.0,1.0,0.7,300.0,16.0,9528.0,0.6931,1.0986,0.0,0.0,1.6094,1.0,0.0
7477,0.0,18.0,1.0,0.79,319.0,12.0,10881.0,0.6931,0.6931,0.0,1.0986,-1.0986,0.0,0.0
7478,1.0,19.0,1.0,0.77,312.0,13.0,11948.0,1.6094,0.6931,0.0,1.0986,-0.4055,0.6309,0.0
7479,1.0,19.0,1.0,0.74,307.0,19.0,10417.0,0.0,1.6094,0.0,1.0986,-0.4055,0.6309,0.0
7480,2.0,20.0,1.0,0.89,289.0,26.0,11726.0,0.6931,0.0,0.0,0.0,1.0986,1.0,1.0986
7481,1.0,20.0,1.0,0.72,283.0,15.0,10339.0,0.6931,0.6931,0.0,0.6931,0.0,1.0,1.0986
7482,2.0,21.0,1.0,0.72,249.0,23.0,11261.0,1.0986,0.6931,1.0986,1.0986,0.0,1.0,0.6931
7483,2.0,21.0,1.0,0.56,211.0,12.0,8645.0,0.6931,1.0986,0.0,0.0,1.0986,1.0,0.0
7484,0.0,22.0,1.0,0.83,174.0,19.0,12996.0,1.0986,0.6931,0.6931,0.0,0.0,1.0,0.6931
7485,1.0,22.0,1.0,0.38,97.0,8.0,5414.0,1.0986,1.0986,1.0986,0.0,0.6931,1.0,1.0986
7486,2.0,23.0,1.0,0.34,64.0,5.0,4639.0,0.0,1.0986,0.0,0.0,1.0986,1.0,0.6931
7487,1.0,23.0,1.0,0.19,35.0,1.0,2387.0,0.6931,0.0,0.6931,0.6931,0.0,1.0,0.6931
7488,2.0,0.0,1.0,0.06,18.0,0.0,548.0,1.0986,0.6931,0.6931,0.0,1.0986,1.0,1.0986
7489,1.0,0.0,1.0,0.05,14.0,0.0,1032.0,0.6931,1.0986,0.0,0.0,0.6931,1.0,0.6931
7490,0.0,1.0,1.0,0.05,11.0,0.0,559.0,1.0986,0.6931,1.3863,0.0,0.0,1.0,0.0
7491,0.0,1.0,1.0,0.02,7.0,0.0,285.0,0.6931,1.0986,0.0,0.0,0.0,1.0,1.0986
7492,0.0,2.0,1.0,0.02,7.0,1.0,320.0,0.0,0.6931,1.0986,0.0,0.0,1.0,0.6931
7493,0.0,2.0,1.0,0.02,5.0,1.0,142.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
7494,0.0,3.0,1.0,0.01,3.0,0.0,147.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.0
7495,0.0,3.0,1.0,0.02,2.0,1.0,231.0,0.0,0.0,0.6931,0.0,0.0,1.0,1.0986
7496,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986,0.0,0.0,1.0,0.0
7497,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6931,0.0,1.0,1.0986
7498,0.0,5.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.6931
7499,0.0,5.0,1.0,0.0,76.0,0.0,0.0,0.6931,0.0,0.6931,0.6931,-0.6931,0.0,0.6931
7500,0.0,6.0,1.0,0.01,168.0,0.0,162.0,0.0,0.6931,1.7918,0.0,0.0,1.0,1.6094
7501,0.0,6.0,1.0,0.24,364.0,2.0,2929.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7502,0.0,7.0,1.0,0.51,434.0,13.0,6794.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931
7503,0.0,7.0,1.0,0.92,482.0,18.0,12569.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.6931
7504,1.0,8.0,1.0,1.97,469.0,21.0,25344.0,0.0,0.0,1.0986,0.6931,0.0,1.0,1.0986
7505,0.0,8.0,1.0,0.94,327.0,10.0,12875.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931
7506,0.0,9.0,1.0,0.99,301.0,18.0,14171.0,0.6931,0.0,0.0,1.0986,-1.0986,0.0,1.0986
7507,2.0,9.0,1.0,0.79,288.0,14.0,10402.0,0.0,0.6931,0.6931,0.0,1.0986,1.0,1.0986
7508,4.0,10.0,1.0,0.55,307.0,9.0,7835.0,0.0,0.0,0.6931,0.0,1.6094,1.0,0.0
7509,2.0,10.0,1.0,0.68,339.0,10.0,8984.0,1.0986,0.0,0.0,1.0986,0.0,1.0,0.6931
7510,3.0,11.0,1.0,0.86,352.0,18.0,11457.0,1.6094,1.0986,0.6931,0.0,1.3863,1.0,1.0986
7511,2.0,11.0,1.0,0.98,344.0,20.0,12115.0,1.0986,1.6094,0.0,1.0986,0.0,1.0,0.6931
7512,4.0,12.0,1.0,0.87,331.0,21.0,12925.0,1.3863,1.0986,0.0,0.0,1.6094,1.0,1.0986
7513,0.0,12.0,1.0,0.81,313.0,11.0,10600.0,1.0986,1.3863,0.6931,0.6931,-0.6931,0.0,0.6931
7514,2.0,13.0,1.0,0.78,317.0,18.0,11790.0,1.6094,1.0986,0.6931,0.6931,0.4055,1.5851,0.0
7515,0.0,13.0,1.0,0.85,322.0,11.0,12281.0,0.0,1.6094,0.0,0.0,0.0,1.0,0.0
7516,0.0,14.0,1.0,0.69,330.0,11.0,9576.0,1.0986,0.0,0.0,0.0,0.0,1.0,0.0
7517,1.0,14.0,1.0,0.85,349.0,20.0,10787.0,0.0,1.0986,0.0,0.6931,0.0,1.0,0.0
7518,0.0,15.0,1.0,0.83,344.0,25.0,11403.0,0.0,0.0,0.0,1.0986,-1.0986,0.0,0.0
7519,0.0,15.0,1.0,0.93,359.0,17.0,13327.0,0.6931,0.0,0.0,1.0986,-1.0986,0.0,0.0
7520,0.0,16.0,1.0,0.88,341.0,28.0,11730.0,0.0,0.6931,0.6931,1.0986,-1.0986,0.0,0.0
7521,3.0,16.0,1.0,0.8,333.0,24.0,10827.0,0.0,0.0,0.0,0.6931,0.6932,2.0001,0.6931
7522,2.0,17.0,1.0,0.98,325.0,31.0,11553.0,0.0,0.0,0.6931,1.0986,0.0,1.0,0.0
7523,3.0,17.0,1.0,0.75,310.0,15.0,9689.0,1.3863,0.0,0.0,1.0986,0.2877,1.2619,0.0
7524,1.0,18.0,1.0,0.8,313.0,21.0,11559.0,1.0986,1.3863,0.0,0.0,0.6931,1.0,0.0
7525,0.0,18.0,1.0,0.72,305.0,20.0,9771.0,1.3863,1.0986,0.0,0.6931,-0.6931,0.0,0.0
7526,1.0,19.0,1.0,0.83,302.0,28.0,12111.0,0.6931,1.3863,0.0,1.0986,-0.4055,0.6309,0.0
7527,0.0,19.0,1.0,0.78,297.0,25.0,10218.0,0.0,0.6931,0.0,0.0,0.0,1.0,0.0
7528,2.0,20.0,1.0,0.72,285.0,33.0,9888.0,0.6931,0.0,0.0,2.1972,-1.0986,0.5,0.6931
7529,0.0,20.0,1.0,0.69,278.0,39.0,9784.0,0.0,0.6931,0.0,0.6931,-0.6931,0.0,0.0
7530,1.0,21.0,1.0,0.78,251.0,28.0,12476.0,1.0986,0.0,0.0,1.0986,-0.4055,0.6309,0.0
7531,0.0,21.0,1.0,0.66,217.0,17.0,10913.0,0.0,1.0986,0.0,0.0,0.0,1.0,1.0986
7532,0.0,22.0,1.0,0.65,182.0,27.0,9808.0,0.6931,0.0,0.6931,0.0,0.0,1.0,1.6094
7533,0.0,22.0,1.0,0.42,126.0,9.0,5562.0,0.0,0.6931,1.3863,0.0,0.0,1.0,1.0986
7534,0.0,23.0,1.0,0.44,92.0,12.0,5922.0,0.0,0.0,0.6931,0.6931,-0.6931,0.0,1.3863
7535,0.0,23.0,1.0,0.31,59.0,8.0,4474.0,0.0,0.0,0.6931,0.0,0.0,1.0,1.0986
7536,0.0,0.0,1.0,0.09,33.0,0.0,814.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6094
7537,0.0,0.0,1.0,0.08,28.0,1.0,1064.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.0
7538,0.0,1.0,1.0,0.11,21.0,0.0,494.0,0.0,0.0,1.0986,1.0986,-1.0986,0.0,1.0986
7539,0.0,1.0,1.0,0.05,12.0,0.0,301.0,0.0,0.0,1.6094,1.0986,-1.0986,0.0,0.0
7540,0.0,2.0,1.0,0.04,9.0,1.0,166.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7541,0.0,2.0,1.0,0.01,5.0,0.0,120.0,0.0,0.0,0.6931,0.6931,-0.6931,0.0,0.6931
7542,0.0,3.0,1.0,0.02,4.0,0.0,149.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.0
7543,1.0,3.0,1.0,0.02,2.0,1.0,192.0,0.0,0.0,0.6931,0.0,0.6931,1.0,0.0
7544,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986,0.6931,-0.6931,0.0,0.0
7545,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.6931,0.0,0.6931,1.0986,-1.0986,0.0,1.3863
7546,0.0,5.0,1.0,0.0,22.0,0.0,0.0,0.0,0.6931,0.0,0.0,0.0,1.0,1.0986
7547,0.0,5.0,1.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3863
7548,0.0,6.0,1.0,0.01,184.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931
7549,0.0,6.0,1.0,0.21,381.0,7.0,2903.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7550,0.0,7.0,1.0,0.59,457.0,8.0,7590.0,0.0,0.0,0.6931,0.6931,-0.6931,0.0,0.6931
7551,0.0,7.0,1.0,1.03,502.0,15.0,12200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7552,2.0,8.0,1.0,1.98,468.0,18.0,25682.0,0.0,0.0,0.0,0.0,1.0986,1.0,1.0986
7553,1.0,8.0,1.0,0.97,336.0,8.0,13051.0,0.0,0.0,0.0,0.6931,0.0,1.0,0.0
7554,1.0,9.0,1.0,1.04,318.0,8.0,15028.0,1.0986,0.0,0.0,0.6931,0.0,1.0,0.6931
7555,1.0,9.0,1.0,0.69,297.0,6.0,8712.0,0.6931,1.0986,0.0,0.0,0.6931,1.0,0.0
7556,1.0,10.0,1.0,0.66,312.0,2.0,9276.0,0.6931,0.6931,0.0,0.0,0.6931,1.0,0.0
7557,1.0,10.0,1.0,0.79,335.0,8.0,9918.0,0.6931,0.6931,0.0,0.0,0.6931,1.0,0.0
7558,1.0,11.0,1.0,0.83,338.0,10.0,10574.0,0.6931,0.6931,1.0986,0.6931,0.0,1.0,0.0
7559,0.0,11.0,1.0,0.84,332.0,13.0,11681.0,0.6931,0.6931,0.6931,0.6931,-0.6931,0.0,0.0
7560,0.0,12.0,1.0,0.89,320.0,9.0,11774.0,0.6931,0.6931,0.6931,1.0986,-1.0986,0.0,0.0
7561,0.0,12.0,1.0,0.82,302.0,10.0,11793.0,0.0,0.6931,0.0,0.0,0.0,1.0,0.0
7562,2.0,13.0,1.0,0.77,314.0,14.0,11200.0,0.0,0.0,0.0,0.6931,0.4055,1.5851,0.0
7563,3.0,13.0,1.0,0.72,334.0,11.0,9965.0,0.0,0.0,0.0,1.0986,0.2877,1.2619,0.0
7564,0.0,14.0,1.0,0.71,358.0,8.0,9093.0,1.0986,0.0,0.0,0.0,0.0,1.0,0.0
7565,0.0,14.0,1.0,0.94,367.0,13.0,11210.0,1.3863,1.0986,0.0,0.6931,-0.6931,0.0,0.0
7566,4.0,15.0,1.0,0.97,350.0,12.0,12520.0,0.0,1.3863,0.0,1.0986,0.5108,1.465,0.0
7567,6.0,15.0,1.0,0.96,354.0,11.0,14058.0,0.0,0.0,0.0,0.0,1.9459,1.0,0.6931
7568,3.0,16.0,1.0,0.8,323.0,11.0,10632.0,1.6094,0.0,0.0,0.0,1.3863,1.0,0.0
7569,0.0,16.0,1.0,0.77,309.0,13.0,9115.0,1.9459,1.6094,0.0,1.0986,-1.0986,0.0,0.0
7570,0.0,17.0,1.0,1.01,328.0,14.0,12056.0,1.3863,1.9459,0.0,0.0,0.0,1.0,0.0
7571,1.0,17.0,1.0,0.65,309.0,15.0,8277.0,0.0,1.3863,0.0,0.6931,0.0,1.0,0.0
7572,0.0,18.0,1.0,0.66,323.0,13.0,8685.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7573,0.0,18.0,1.0,0.96,334.0,7.0,13661.0,0.6931,0.0,0.0,0.0,0.0,1.0,0.0
7574,1.0,19.0,1.0,0.82,306.0,15.0,10993.0,0.0,0.6931,0.0,0.6931,0.0,1.0,0.0
7575,3.0,19.0,1.0,0.79,296.0,20.0,10768.0,0.0,0.0,0.0,0.6931,0.6932,2.0001,0.0
7576,1.0,20.0,1.0,0.77,273.0,25.0,9631.0,0.6931,0.0,0.6931,1.0986,-0.4055,0.6309,1.0986
7577,0.0,20.0,1.0,0.68,273.0,24.0,9075.0,1.3863,0.6931,0.0,1.6094,-1.6094,0.0,0.6931
7578,4.0,21.0,1.0,0.72,244.0,19.0,11039.0,0.6931,1.3863,0.0,0.0,1.6094,1.0,0.6931
7579,1.0,21.0,1.0,0.56,208.0,13.0,7925.0,0.0,0.6931,0.6931,0.6931,0.0,1.0,0.6931
7580,1.0,22.0,1.0,0.77,180.0,14.0,11777.0,1.6094,0.0,0.0,0.0,0.6931,1.0,0.6931
7581,2.0,22.0,1.0,0.39,111.0,7.0,5548.0,0.6931,1.6094,0.0,0.0,1.0986,1.0,0.6931
7582,2.0,23.0,1.0,0.36,79.0,6.0,5316.0,0.6931,0.6931,0.0,0.6931,0.4055,1.5851,0.6931
7583,4.0,23.0,1.0,0.28,47.0,5.0,3882.0,1.0986,0.6931,1.0986,0.0,1.6094,1.0,0.0
7584,0.0,0.0,1.0,0.08,21.0,0.0,965.0,1.0986,1.0986,0.6931,0.0,0.0,1.0,0.0
7585,0.0,0.0,1.0,0.07,16.0,1.0,676.0,1.6094,1.0986,0.0,0.0,0.0,1.0,0.0
7586,0.0,1.0,1.0,0.04,14.0,0.0,519.0,0.0,1.6094,1.6094,0.0,0.0,1.0,1.0986
7587,0.0,1.0,1.0,0.02,11.0,0.0,141.0,0.0,0.0,1.0986,0.0,0.0,1.0,1.3863
7588,0.0,2.0,1.0,0.03,10.0,0.0,455.0,0.0,0.0,1.0986,0.0,0.0,1.0,0.0
7589,0.0,2.0,1.0,0.05,7.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7590,0.0,3.0,1.0,0.01,2.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6094
7591,0.0,3.0,1.0,0.01,1.0,1.0,194.0,0.0,0.0,0.0,1.3863,-1.3863,0.0,1.9459
7592,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,1.3863
7593,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7594,0.0,5.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7595,0.0,5.0,1.0,0.0,71.0,0.0,0.0,0.0,0.0,1.0986,0.0,0.0,1.0,0.6931
7596,1.0,6.0,1.0,0.01,169.0,0.0,143.0,0.0,0.0,0.6931,0.6931,0.0,1.0,0.0
7597,1.0,6.0,1.0,0.23,362.0,8.0,3468.0,0.0,0.0,1.0986,0.0,0.6931,1.0,0.0
7598,0.0,7.0,1.0,0.47,432.0,12.0,6116.0,0.6931,0.0,0.6931,1.0986,-1.0986,0.0,0.6931
7599,0.0,7.0,1.0,0.98,487.0,11.0,13212.0,0.6931,0.6931,0.6931,1.6094,-1.6094,0.0,1.3863
7600,0.0,8.0,1.0,1.94,457.0,29.0,24902.0,0.0,0.6931,0.0,1.3863,-1.3863,0.0,0.6931
7601,1.0,8.0,1.0,0.93,329.0,17.0,12411.0,0.0,0.0,0.0,0.0,0.6931,1.0,0.0
7602,1.0,9.0,1.0,1.02,309.0,20.0,13719.0,0.0,0.0,1.0986,1.0986,-0.4055,0.6309,1.6094
7603,0.0,9.0,1.0,0.68,298.0,19.0,8708.0,0.6931,0.0,1.3863,0.6931,-0.6931,0.0,0.6931
7604,3.0,10.0,1.0,0.66,327.0,14.0,8295.0,0.6931,0.6931,0.6931,1.0986,0.2877,1.2619,0.6931
7605,2.0,10.0,1.0,0.73,350.0,16.0,9193.0,0.0,0.6931,0.0,0.0,1.0986,1.0,1.0986
7606,2.0,11.0,1.0,0.91,355.0,15.0,12049.0,1.3863,0.0,1.0986,1.3863,-0.2877,0.7925,1.0986
7607,2.0,11.0,1.0,0.97,348.0,14.0,12287.0,1.0986,1.3863,0.6931,0.0,1.0986,1.0,1.6094
7608,0.0,12.0,1.0,0.89,324.0,17.0,12479.0,1.0986,1.0986,0.0,1.0986,-1.0986,0.0,0.0
7609,1.0,12.0,1.0,0.78,303.0,20.0,10503.0,1.0986,1.0986,0.0,1.0986,-0.4055,0.6309,0.0
7610,1.0,13.0,1.0,0.84,311.0,16.0,11785.0,0.0,1.0986,0.0,0.0,0.6931,1.0,0.0
7611,1.0,13.0,1.0,0.73,305.0,23.0,10406.0,0.6931,0.0,0.0,0.6931,0.0,1.0,0.0
7612,0.0,14.0,1.0,0.68,328.0,8.0,8863.0,0.6931,0.6931,0.0,1.0986,-1.0986,0.0,0.0
7613,0.0,14.0,1.0,0.86,348.0,27.0,11215.0,0.6931,0.6931,0.0,0.6931,-0.6931,0.0,0.0
7614,1.0,15.0,1.0,0.78,346.0,22.0,10208.0,0.0,0.6931,0.0,0.6931,0.0,1.0,0.0
7615,1.0,15.0,1.0,0.96,360.0,24.0,14182.0,0.0,0.0,0.0,1.3863,-0.6932,0.5,0.0
7616,0.0,16.0,1.0,0.88,327.0,40.0,11928.0,0.6931,0.0,0.0,0.6931,-0.6931,0.0,0.0
7617,2.0,16.0,1.0,0.84,315.0,24.0,10624.0,0.6931,0.6931,0.0,0.0,1.0986,1.0,0.0
7618,1.0,17.0,1.0,0.92,306.0,38.0,10883.0,0.0,0.6931,0.0,0.0,0.6931,1.0,0.0
7619,1.0,17.0,1.0,0.63,287.0,25.0,8974.0,1.0986,0.0,0.0,0.0,0.6931,1.0,0.0
7620,0.0,18.0,1.0,0.76,296.0,21.0,9838.0,0.6931,1.0986,0.0,0.0,0.0,1.0,0.6931
7621,1.0,18.0,1.0,0.75,311.0,39.0,9843.0,0.6931,0.6931,0.0,0.6931,0.0,1.0,0.6931
7622,0.0,19.0,1.0,0.73,311.0,29.0,9711.0,0.0,0.6931,0.0,1.0986,-1.0986,0.0,0.0
7623,2.0,19.0,1.0,0.72,331.0,27.0,10090.0,0.6931,0.0,0.0,0.6931,0.4055,1.5851,0.0
7624,0.0,20.0,1.0,0.91,316.0,38.0,11575.0,0.0,0.6931,1.0986,0.6931,-0.6931,0.0,0.0
7625,1.0,20.0,1.0,0.75,302.0,34.0,10052.0,1.0986,0.0,1.0986,0.0,0.6931,1.0,0.6931
7626,1.0,21.0,1.0,0.93,273.0,32.0,15106.0,0.0,1.0986,0.6931,0.6931,0.0,1.0,0.6931
7627,0.0,21.0,1.0,0.57,228.0,22.0,9185.0,0.6931,0.0,0.0,0.0,0.0,1.0,0.0
7628,3.0,22.0,1.0,0.77,205.0,25.0,11232.0,0.6931,0.6931,0.6931,0.0,1.3863,1.0,1.3863
7629,1.0,22.0,1.0,0.46,135.0,11.0,6268.0,0.0,0.6931,1.0986,0.0,0.6931,1.0,1.0986
7630,0.0,23.0,1.0,0.48,103.0,8.0,7015.0,1.3863,0.0,0.6931,0.0,0.0,1.0,1.0986
7631,0.0,23.0,1.0,0.34,66.0,6.0,6106.0,0.6931,1.3863,0.6931,0.6931,-0.6931,0.0,1.0986
7632,0.0,0.0,0.0,0.07,42.0,0.0,970.0,0.0,0.6931,1.0986,0.0,0.0,1.0,0.0
7633,0.0,0.0,0.0,0.14,44.0,0.0,1792.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.6931
7634,0.0,1.0,0.0,0.11,35.0,0.0,902.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931
7635,0.0,1.0,0.0,0.1,36.0,0.0,599.0,0.0,0.0,1.0986,0.0,0.0,1.0,0.6931
7636,0.0,2.0,0.0,0.09,31.0,1.0,342.0,0.0,0.0,0.6931,1.3863,-1.3863,0.0,0.0
7637,0.0,2.0,0.0,0.05,23.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7638,0.0,3.0,0.0,0.12,19.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931
7639,0.0,3.0,0.0,0.05,7.0,0.0,301.0,0.0,0.0,1.0986,0.0,0.0,1.0,0.6931
7640,0.0,4.0,0.0,0.01,2.0,0.0,1.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
7641,0.0,4.0,0.0,0.01,2.0,0.0,1.0,0.0,0.0,1.0986,0.0,0.0,1.0,1.0986
7642,0.0,5.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.6931,0.6931,-0.6931,0.0,0.6931
7643,0.0,5.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.6931
7644,0.0,6.0,0.0,0.01,169.0,0.0,156.0,0.0,0.0,1.6094,0.6931,-0.6931,0.0,0.0
7645,0.0,6.0,0.0,0.2,365.0,9.0,2698.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931
7646,0.0,7.0,0.0,0.55,434.0,14.0,7629.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.0
